objectid,filename,title,format,subject,creator,date,description,,location,latitude,longitude,source,identifier,type,youtubeid,language,rights,rightsstatement,polaridad,tipologia,soporte,iluminacion,tono,proceso
negativo_005,negativo_005.jpg,Tennessee Valley Authority,image/jpeg,Tennessee Valley Authority; Norris Tennessee; New Deal Architecture,Lewis Wickes Hine,1934,"Fotografía de archivo que muestra el interior de una cocina en el poblado de Norris, Tennessee, una comunidad modelo construida por la Tennessee Valley Authority (TVA) durante la era del New Deal. La imagen captura el diseño funcionalista de la época, destacando la modernidad de los electrodomésticos y gabinetes destinados a demostrar los beneficios de la electrificación rural impulsada por el gobierno de Roosevelt.",,"Norris, Tennessee, EE. UU.",36.1992,-84.0664,Archivo Histórico Vision,e89yep,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Negativo original en película de nitrato de celulosa
negativo_006,negativo_006.jpg,Deterioro de nitrato,image/jpeg,Deterioro de nitrato; Hermanos Mayo; Conservación de archivos,Hermanos Mayo (Agencia),1940-1955,"Negativo fotográfico de gran formato en avanzado estado de deterioro químico, perteneciente al archivo documental de la Ciudad de México. La imagen muestra una degradación severa de la emulsión de gelatina, conocida como reticulación y craquelado, junto con la formación de burbujas de gas y moho, lo que hace casi irreconocible el contenido original, el cual parece sugerir estructuras lineales o un paisaje urbano captado por la agencia Hermanos Mayo.",,"Archivo General de la Nación (Palacio de Lecumberri), Ciudad de México",19.4352,-99.1122,Archivo Histórico Vision,tb0o4,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Monocromático,Película de hoja (sheet film) de formato 4x5 pulgadas
negativo_007,negativo_007.jpg,Farm Security Administration,image/jpeg,Farm Security Administration; Vida rural; Pie Town,Russell Lee,Junio de 1940,"Vista interior de la tienda y oficina de correos en Pie Town, Nuevo México, capturada por Russell Lee en junio de 1940. La imagen muestra los gabinetes de madera y la estufa del establecimiento, que servía como centro comunitario durante la Gran Depresión. La fotografía forma parte del proyecto de la Farm Security Administration (FSA) para documentar la vida rural en Estados Unidos.",,"Pie Town, Condado de Catron, Nuevo México, Estados Unidos",34.2978,-108.1345,Archivo Histórico Vision,jbd7t8,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
negativo_008,negativo_008.jpg,Northrop N-1M,image/jpeg,Northrop N-1M; Ala volante; Síndrome del vinagre,"Fotógrafo corporativo de Northrop Aircraft, Inc.",1940-1945,"La imagen muestra un negativo de seguridad de acetato de celulosa en un estado avanzado de degradación (síndrome del vinagre), que presenta el fenómeno de 'canalización' o desprendimiento de la emulsión. A pesar del daño, se distingue la silueta geométrica de una aeronave experimental de tipo 'ala volante', probablemente el Northrop N-1M o el N-9M, aeronaves pioneras diseñadas por Jack Northrop para probar el concepto de sustentación total sin fuselaje ni cola convencional.",,"Hawthorne, California, EE. UU.",33.9237,-118.3323,Archivo Histórico Vision,upb18i,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
negativo_009,negativo_009.jpg,Primera Comunión,image/jpeg,Primera Comunión; Estudio Casasola; Negativo de seguridad,Agustín Víctor Casasola (Estudio),Década de 1940,"Un retrato de estudio capturado en un negativo de gran formato que muestra a dos niños, probablemente hermanos, vestidos con trajes de gala tipo 'marinerito', típicos de ceremonias religiosas católicas como la Primera Comunión en México. Los sujetos portan rosarios y lo que parecen ser velas o estandartes ceremoniales, posando frente a un fondo de estudio neutro que presenta un notable patrón de deterioro circular.",,"Ciudad de México, México",19.4326,-99.1332,Archivo Histórico Vision,40k4in,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
negativo_010,negativo_010.jpg,Estudio Scurlock,image/jpeg,Estudio Scurlock; Deterioro de emulsión; Afrodescendientes,Scurlock Studio (Addison N. Scurlock),1940-1950,"Retrato de estudio de una mujer afroamericana, notablemente afectado por un proceso severo de deterioro físico conocido como 'canalización' o desprendimiento de la emulsión. A pesar del daño, se distingue la figura de una persona con un tocado o cofia, característico de los retratos sociales realizados por el estudio Scurlock en Washington D.C.",,"Washington, D.C., Estados Unidos",38.9149,-77.0305,Archivo Histórico Vision,52edd,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
negativo_024,negativo_024.jpg,Retrato de estudio,image/jpeg,Retrato de estudio; Placa de vidrio; Belle Époque,Anónimo (Atribuido al estilo de los Estudios Casasola o similar),1900,"Un retrato de estudio en formato de negativo sobre placa de vidrio que muestra a una mujer joven de la época de la transición entre el siglo XIX y XX. La mujer luce un peinado estilo pompadour, muy popular en la década de 1890 y 1900, y viste una blusa de cuello alto con detalles de encaje intrincado y plisado vertical, característica de la moda de la Belle Époque. Destacan sus joyas: una cadena con una cruz y un dije de luna creciente, elementos comunes en la joyería simbólica de finales de la época victoriana.",,"Ciudad de México, México",19.4326,-99.1332,Archivo Histórico Vision,7unx4l,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Vidrio,Transmisión,Monocromático,Negativo de placa de vidrio al gelatino-bromuro (dry plate)
negativo_025,negativo_025.jpg,Negativo de placa de vidrio,image/jpeg,Negativo de placa de vidrio; Uniforme naval; Alistamiento militar,George Grantham Bain (Bain News Service),1915-1920,"Una imagen en negativo que muestra a un grupo de hombres, incluyendo a un joven con uniforme de marinero y varios individuos con vestimenta formal de principios del siglo XX, en lo que parece ser una oficina de alistamiento o un entorno institucional naval. Un hombre a la derecha sostiene un libro o registro abierto, sugiriendo un acto administrativo, como una firma de contrato o juramento.",,"Great Lakes Naval Training Station, Illinois, Estados Unidos",42.3045,-87.8427,Archivo Histórico Vision,wpe3y8,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Vidrio,Transmisión,Monocromático,Impresión plata gelatina de revelado
negativo_026,negativo_026.jpg,Jubilæumsstævne,image/jpeg,Jubilæumsstævne; Copenhague; Realeza Danesa,Holger Damgaard o agencia Nordfoto,Abril de 1930,"Imagen en negativo de la audiencia durante el 'Nordisk Jubilæumsstævne' (Encuentro del Jubileo Nórdico) celebrado en Copenhague en abril de 1930. La fotografía muestra a dignatarios, miembros de la burguesía y posiblemente la realeza danesa (incluyendo figuras que asemejan al Rey Christian X y la Reina Alexandrine) sentados en una tribuna formal. Los asistentes visten galas de etiqueta de finales de los años 20 y principios de los 30, destacando sombreros cloche en las mujeres y esmóquines en los hombres.",,"Copenhague, Dinamarca (posiblemente Københavns Rådhus o Idrætsparken)",55.6761,12.5683,Archivo Histórico Vision,v5u7gi,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
negativo_027,negativo_027.jpg,Negativo de vidrio,image/jpeg,Negativo de vidrio; Granja histórica; Nueva Inglaterra,Anónimo,1890-1900,"Un negativo de placa de vidrio que captura una granja tradicional de madera en Nueva Inglaterra durante el invierno. La imagen muestra una estructura de varios niveles con chimeneas y un porche lateral, representativa de la arquitectura rural estadounidense de finales del siglo XIX, con un marcado deterioro químico en los bordes.",,"Nueva Inglaterra, Estados Unidos",43.1939,-71.5724,Archivo Histórico Vision,sgo26o,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Vidrio,Transmisión,Monocromático,Placa seca de gelatina sobre vidrio (Gelatin dry plate)
negativo_028,negativo_028.jpg,Arquitectura vernacular,image/jpeg,Arquitectura vernacular; Negativo sobre vidrio; Vida rural,Anónimo,1890-1910,"Un negativo de placa de vidrio que captura una escena rural de finales del siglo XIX. Se observa una residencia principal de estilo vernacular norteamericano con un ala lateral y un porche, flanqueada por un gran granero de madera y árboles de hoja caduca sin follaje, lo que sugiere una estación invernal o principios de primavera en una zona templada.",,"Nueva Inglaterra, Estados Unidos",44,-72,Archivo Histórico Vision,1unqo,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Vidrio,Transmisión,Monocromático,Placa seca de gelatina sobre soporte de vidrio (Dry Plate)
negativo_029,negativo_029.jpg,Fotoperiodismo,image/jpeg,Fotoperiodismo; Accidente de tráfico; Weegee,Weegee (Arthur Fellig),Circa 1940,"Un negativo fotográfico de alto contraste que captura las secuelas de un accidente automovilístico nocturno. La imagen muestra un Ford de mediados de la década de 1930, posiblemente un modelo 1936, con daños estructurales severos en la parte delantera izquierda y el guardabarros. Un hombre permanece de pie junto al vehículo, observando el siniestro bajo la cruda iluminación de un flash de magnesio o bombilla de flash, técnica típica del fotoperiodismo criminal de la época.",,"Nueva York, Estados Unidos",40.712776,-74.005974,Archivo Histórico Vision,89z66,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
negativo_030,negativo_030.jpg,Accidente automovilístico,image/jpeg,Accidente automovilístico; Fotografía de prensa; Gran Depresión,Leslie Jones,circa 1934-1938,"Fotografía en formato negativo que captura la escena de un accidente automovilístico nocturno frente a un establecimiento de comida rápida (posiblemente un 'roadhouse' con letrero de 'HAMBURGERS') en la década de 1930. Se observa un sedán volcado o semi-empotrado y una multitud de espectadores vestidos con la moda típica de la Gran Depresión, incluyendo hombres con sombreros fedora y pantalones de talle alto.",,"Boston o alrededores, Massachusetts, Estados Unidos.",42.3601,-71.0589,Archivo Histórico Vision,s9zy2n,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
negativo_031,negativo_031.jpg,Arquitectura Colonial,image/jpeg,Arquitectura Colonial; Negativo de Vidrio; Nantucket,Henry S. Wyer,1890-1910,"Negativo fotográfico de la Casa Jethro Coffin, conocida como 'The Oldest House', en Nantucket, Massachusetts. La imagen muestra la icónica arquitectura tipo saltbox de finales del siglo XVII bajo condiciones de luz que resaltan su estructura de madera y chimenea central, enmarcada por árboles caducifolios despojados de follaje.",,"Nantucket, Massachusetts, Estados Unidos",41.2882,-70.1064,Archivo Histórico Vision,ezt4kb,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Vidrio,Transmisión,Monocromático,Placa negativa de vidrio (dry plate) de gelatina-bromuro
negativo_032,negativo_032.jpg,Mantilla,image/jpeg,Mantilla; Retrato de grupo; México colonial,Agustín Víctor Casasola (Atribuido),Hacia 1925,"Retrato grupal de doce mujeres posando en un espacio arquitectónico de estilo colonial, posiblemente un claustro o patio con arquería de piedra al fondo. La mayoría de las mujeres visten mantillas de encaje negro sobre vestidos formales, una indumentaria tradicionalmente asociada a ceremonias religiosas o eventos sociales de alta alcurnia en el México de principios del siglo XX. La imagen es un negativo fotográfico original donde se distingue claramente la marca de fabricante en el borde lateral.",,"Ciudad de México, México",19.4326,-99.1332,Archivo Histórico Vision,h8fbwc,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
negativo_033,negativo_033.jpg,Tehuana,image/jpeg,Tehuana; Oaxaca; Indumentaria tradicional,Luis Márquez Romay,Década de 1930,"Negativo fotográfico que retrata a un grupo de mujeres vistiendo el traje tradicional de Tehuana, característico del Istmo de Tehuantepec, Oaxaca. La imagen destaca el uso del 'resplandor' o tocado de encaje, así como huipiles bordados. La composición sugiere un retrato etnográfico o de estudio realizado en un entorno arquitectónico de estilo colonial o neocolonial.",,"Santo Domingo Tehuantepec, Oaxaca, México",16.3267,-95.2411,Archivo Histórico Vision,nrrs4r,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
negativo_034,negativo_034.jpg,Segunda Guerra Mundial,image/jpeg,Segunda Guerra Mundial; Ejército de los Estados Unidos; Relaciones México-Estados Unidos,Agustín Víctor Casasola (Agencia Casasola),1942-1945,"Fotografía en negativo que muestra a tres soldados del Ejército de los Estados Unidos sentados en la base de un monumento conmemorativo frente a lo que parece ser la antigua embajada estadounidense en la Ciudad de México. El monumento presenta relieves de soldados de diversas épocas históricas y está coronado por una gran águila calva, símbolo nacional de EE. UU. Al fondo, se observa el acceso principal de un edificio neoclásico con otros militares caminando, sugiriendo una escena de cooperación diplomática o militar durante la era de la Segunda Guerra Mundial.",,"Calle Niza 53, Colonia Juárez, Ciudad de México, México",19.4259,-99.1625,Archivo Histórico Vision,vqkqf8,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
negativo_035,negativo_035.jpg,México Posrevolucionario,image/jpeg,México Posrevolucionario; Archivo Casasola; Negativo de nitrato,Agencia Casasola (Atribuido),1928,"Fotografía en formato negativo que captura una escena callejera en México el 27 de noviembre de 1928. Se observa a un grupo de personas, incluyendo mujeres con rebozos y hombres con sombreros tradicionales, frente a edificios de arquitectura colonial o decimonónica. La imagen muestra un deterioro químico severo en el centro, típico de la degradación de nitrato o espejeo de plata.",,"Ciudad de México, México",19.4326,-99.1332,Archivo Histórico Vision,hm3t8t,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
negativo_036,negativo_036.jpg,México 1928,image/jpeg,México 1928; Campesinos; Fotografía de 35mm,Anónimo,1928,"Fotografía documental capturada en México el 27 de noviembre de 1928. La escena muestra a un grupo de personas, posiblemente campesinos o habitantes rurales, junto a una construcción de madera. La imagen padece de una severa degradación química conocida como espejeo de plata, lo que oculta gran parte de los detalles del primer plano, pero conserva anotaciones manuscritas críticas en el borde del negativo.",,México (posiblemente región central o rural),19.4326,-99.1332,Archivo Histórico Vision,0in9bl,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
negativo_037,negativo_037.jpg,Fascismo,image/jpeg,Fascismo; Stile Littorio; Fasces,Anónimo,Década de 1930,"Negativo fotográfico que muestra un detalle arquitectónico de un relieve esculpido en piedra. La imagen presenta un águila imperial estilizada posada sobre un haz de lictores (fasces), símbolo central del régimen fascista italiano. La composición sugiere un edificio gubernamental de la época, posiblemente una 'Casa del Fascio' o un palacio administrativo, caracterizado por el 'Stile Littorio' que fusionaba el neoclasicismo con el racionalismo arquitectónico.",,"Roma, Italia",41.8902,12.4922,Archivo Histórico Vision,i1s348,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
negativo_038,negativo_038.jpg,Negativo de acetato,image/jpeg,Negativo de acetato; Degradación química; Espejeo de plata,Anónimo,1940-1950,"Negativo fotográfico de gran formato en avanzado estado de degradación química. La imagen original, que parece retratar a un grupo de personas en un entorno exterior o un salón amplio, está casi totalmente oculta por procesos de oxidación de la plata (espejeo) y el deterioro del soporte. La rotulación lateral indica su procedencia industrial de la casa Eastman Kodak.",,"Rochester, Nueva York (Sede de Eastman Kodak)",43.1566,-77.6088,Archivo Histórico Vision,kxvv3x,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
negativo_039,negativo_039.jpg,Cartografía urbana,image/jpeg,Cartografía urbana; Ciudad de México; Penitenciaría de Lecumberri,Dirección de Obras Públicas del Departamento del Distrito Federal,1929,Registro fotográfico de un plano técnico urbano de la Plaza de la Penitenciaría en la Ciudad de México. El documento muestra la lotificación y alineación de calles (como San Antonio Abad) realizado por la Dirección de Obras Públicas del Departamento del Distrito Federal en mayo de 1929.,,"Plaza de la Penitenciaría (Lecumberri), Ciudad de México, México.",19.435,-99.115,Archivo Histórico Vision,a2twqs,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
negativo_040,negativo_040.jpg,Planificación Urbana,image/jpeg,Planificación Urbana; Catastro; Cartografía,Anónimo (Personal técnico del Departamento del Distrito Federal),Década de 1930,"Fragmento de una película negativa de gran formato que registra un plano técnico de alineamiento urbano. La imagen muestra detalles de lotificación y trazado de calles, identificándose específicamente la 'Calle de los Albañiles' y referencias a 'lotes sin fincar', lo que sugiere un documento catastral o de planificación de crecimiento urbano de mediados del siglo XX.",,"Ciudad de México, México",19.4447,-99.1175,Archivo Histórico Vision,1o18a,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Monocromático,Película negativa de hoja (sheet film)
negativo_041,negativo_041.jpg,Fotografía vernácula,image/jpeg,Fotografía vernácula; Cultura suburbana; Retrato familiar,Anónimo,c. 1952-1958,"Dos tiras de película de formato medio que documentan escenas de la vida doméstica y ceremonial de una familia estadounidense de mediados del siglo XX. La tira superior muestra una ceremonia formal en interiores, posiblemente una boda o rito de iniciación religiosa, con sujetos vestidos de gala y decoraciones florales. La tira inferior presenta retratos grupales informales al aire libre frente a una residencia suburbana, destacando un automóvil de la época y vestimenta casual de verano.",,Estados Unidos (Región del Medio Oeste o Costa Este),39.8283,-98.5795,Archivo Histórico Vision,38kqqk,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
negativo_042,negativo_042.jpg,Fotografía familiar,image/jpeg,Fotografía familiar; Arquitectura suburbana; Vida cotidiana,Anónimo,Hacia 1950,"Retrato doméstico en negativo que muestra a una mujer y a un niño posando con un perro frente a la entrada de una residencia de ladrillo. La imagen captura una escena típica de la vida suburbana de la posguerra, destacando la vestimenta de la época y la arquitectura residencial estadounidense de mediados de siglo.",,Estados Unidos (región del Medio Oeste o Costa Este),41.8781,-87.6298,Archivo Histórico Vision,y27qd,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
negativo_043,negativo_043.jpg,Época de Oro del cine mexicano,image/jpeg,Época de Oro del cine mexicano; Libertad Lamarque; Retrato de estudio,Víctor Herrera,Circa 1945-1950,"Retrato fotográfico en negativo de la actriz y cantante Libertad Lamarque, figura icónica de la Época de Oro del cine mexicano. La imagen, capturada en un estilo de iluminación expresionista de estudio, muestra a la artista con vestimenta elegante y joyas, reflejando el glamour cinematográfico de mediados del siglo XX.",,"Ciudad de México, México",19.4326,-99.1332,Archivo Histórico Vision,ghzba6a,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Negativo de hoja (sheet film) de formato grande
negativo_044,negativo_044.jpg,Arquitectura modernista,image/jpeg,Arquitectura modernista; Kodak Safety Film; Fotografía de archivo,Hermanos Mayo (atribución probable),Década de 1950,"Fotografía de archivo que muestra un detalle arquitectónico de una estructura cóncava con nervaduras rítmicas, posiblemente de hormigón armado, capturada bajo una iluminación dramática que enfatiza el claroscuro. En el margen derecho se aprecia de forma parcial y desenfocada la figura de una persona con indumentaria oscura. La imagen está registrada en una placa de película de seguridad (Safety Film), evidenciada por las marcas de borde y las muescas de identificación de emulsión en la esquina superior izquierda, elementos técnicos característicos de la fotografía profesional de mediados del siglo XX.",,"Ciudad de México, México",19.4326,-99.1332,Archivo Histórico Vision,vq7a84,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Monocromático,Película negativa de placa (sheet film)
negativo_045,negativo_045.jpg,Alfred Hitchcock,image/jpeg,Alfred Hitchcock; Negativo de placa; Perfil iconográfico,Anónimo (Fotógrafo de estudio de Paramount o Universal),Hacia 1955,"Negativo fotográfico de perfil que muestra la silueta característica de Alfred Hitchcock. La imagen presenta un alto contraste y un tono rojizo, típico de las máscaras de color o películas de artes gráficas utilizadas en la preimpresión y la producción cinematográfica de mediados del siglo XX.",,"Hollywood, Los Ángeles, California",34.0928,-118.3287,Archivo Histórico Vision,4uu7dd,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Monocromático,Película de seguridad (Safety Film) de acetato de celulosa
negativo_046,negativo_046.jpg,Esquí,image/jpeg,Esquí; Turismo invernal; Moda deportiva,Anónimo,Hacia 1950,"Fotografía en negativo que muestra a una mujer posando con esquís y bastones en lo que parece ser una estación de esquí o zona recreativa invernal. En el fondo se observan otros esquiadores, una colina con pinos y, en los bordes laterales, vehículos de mediados del siglo XX estacionados en la nieve.",,"Nueva Inglaterra, Estados Unidos (probablemente Vermont o New Hampshire)",44.4654,-72.6845,Archivo Histórico Vision,3a8aff,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Negativo de película de blanco y negro
negativo_047,negativo_047.jpg,Arquitectura Reina Ana,image/jpeg,Arquitectura Reina Ana; Negativo de Seguridad; Patrimonio Histórico,Anónimo (Atribuible al Historic American Buildings Survey),1945-1955,"Dos vistas en negativo de una residencia señorial de estilo Reina Ana (Queen Anne) en los Estados Unidos. La estructura presenta elementos clásicos de la arquitectura victoriana tardía, incluyendo un porche envolvente con columnas torneadas, frontones decorados con entramados de madera (stick-work) y múltiples chimeneas de ladrillo, capturada probablemente durante un relevamiento documental de arquitectura histórica.",,"Nueva Inglaterra, Estados Unidos",42.3601,-71.0589,Archivo Histórico Vision,v51b6b,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
negativo_048,negativo_048.jpg,Yucatán,image/jpeg,Yucatán; Arqueología; Vida cotidiana,Anónimo,Circa 1995-2005,"Tiras de negativos de 35mm que documentan un viaje por la Península de Yucatán, México. Las imágenes capturan escenas de turistas visitando zonas arqueológicas (posiblemente Uxmal o Chichén Itzá), vistas de arquitectura colonial incluyendo una iglesia con cúpulas, y escenas de la vida cotidiana urbana donde destaca un comercio local de calzado y mototaxis característicos de la región.",,"Izamal y alrededores, Yucatán, México",20.9311,-89.0181,Archivo Histórico Vision,4yfs1g,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
negativo_049,negativo_049.jpg,Fotografía vernácula,image/jpeg,Fotografía vernácula; Infancia; Medio formato,Anónimo (Fotografía familiar),Década de 1950,"Dos tiras de negativos fotográficos en blanco y negro que muestran escenas de la infancia en un entorno doméstico exterior. Las imágenes capturan a niños pequeños posando y jugando junto a un muro de piedra rústica y una estructura decorativa que asemeja un pozo o casita de juegos, reflejando la vida familiar cotidiana de mediados del siglo XX.",,Estados Unidos (Región suburbana),39.8283,-98.5795,Archivo Histórico Vision,iv69o2,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Negativos de rollo en blanco y negro
negativo_050,negativo_050.jpg,Ausable Chasm,image/jpeg,Ausable Chasm; Turismo; Señalización,Anónimo,Década de 1950,"Un hombre posa sentado sobre una valla de madera blanca frente a la icónica señalización de entrada a Ausable Chasm en el estado de Nueva York. La imagen, capturada como un negativo fotográfico, muestra la infraestructura turística de mediados del siglo XX, destacando el cartel promocional que ofrece aparcamiento gratuito y acceso a la tienda de regalos de este famoso monumento natural.",,"Ausable Chasm, Keeseville, Nueva York, EE. UU.",44.5242,-73.4619,Archivo Histórico Vision,zersr2,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
negativo_051,negativo_051.jpg,Negativo de gelatina,image/jpeg,Negativo de gelatina; Arquitectura comercial americana; Moda femenina 1940s,Anónimo (Fotografía vernácula),c. 1948,"Negativo fotográfico que muestra a una mujer joven caminando por una zona comercial urbana. En el fondo se aprecia una arquitectura de edificios de ladrillo de estilo comercial del siglo XIX, con tiendas en la planta baja y ventanas de guillotina ornamentadas en los pisos superiores. La imagen es un negativo original, visible por la inversión de densidades y la muesca de identificación en el borde izquierdo.",,Medio Oeste de los Estados Unidos (ej. Ohio o Illinois),40.4173,-82.9071,Archivo Histórico Vision,1sjk2o,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Monocromático,Película de hoja (Sheet Film) de formato 4x5 pulgadas
negativo_052,negativo_052.jpg,Automóvil de época,image/jpeg,Automóvil de época; Negativo fotográfico; Arquitectura urbana,Anónimo,Hacia 1935-1940,Un retrato informal de un hombre posando junto a un automóvil de finales de los años 30 en una calle residencial flanqueada por edificios de ladrillo de estilo federal o georgiano.,,Noreste de Estados Unidos (región del Atlántico Medio),39.9526,-75.1652,Archivo Histórico Vision,h2foi6,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
negativo_053,negativo_053.jpg,Retrato infantil,image/jpeg,Retrato infantil; Negativo fotográfico; Moda mediados de siglo,Anónimo,Década de 1940,"Un retrato familiar en formato negativo que muestra a tres niños sentados en las escaleras de lo que parece ser un jardín formal o una finca privada. Los niños están dispuestos en niveles, con el más pequeño en primer plano, rodeados de una vegetación densa y árboles que sugieren un entorno rural o suburbano de mediados del siglo XX.",,"Región de Nueva Inglaterra, Estados Unidos",42.3601,-71.0589,Archivo Histórico Vision,uwfwhv,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
negativo_054,negativo_054.jpg,Armada Imperial Japonesa,image/jpeg,Armada Imperial Japonesa; Emperador Hirohito; Uniforme de gala,Fotógrafo oficial de la Agencia de la Casa Imperial (Kunaichō),Hacia 1928,"Negativo fotográfico de un retrato grupal de gala que muestra a altos mandos de la Armada Imperial Japonesa junto al Emperador Hirohito (probablemente como joven soberano o Príncipe Regente). Los oficiales lucen uniformes de etiqueta con bicornios emplumados, charreteras de alto rango, condecoraciones estatales y sables tipo kyu-gunto, posando en lo que parece ser una estancia del Palacio Imperial o una dependencia militar de alto nivel.",,"Palacio Imperial (Kōkyo), Tokio, Japón",35.6852,139.7528,Archivo Histórico Vision,37cnvd,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Vidrio,Transmisión,Monocromático,Impresión plata gelatina de revelado
negativo_055,negativo_055.jpg,Uniformes de gala,image/jpeg,Uniformes de gala; Porfiriato; Negativo de nitrato,Agustín Víctor Casasola,1900-1910,"Retrato grupal de altos mandos militares y diplomáticos posando en un entorno oficial de gala. La imagen es un negativo fotográfico analógico que presenta un deterioro físico avanzado, caracterizado por deformaciones térmicas y espejeo de plata, lo que sugiere una conservación precaria del soporte original.",,"Ciudad de México, México (Probablemente Castillo de Chapultepec)",19.403,-99.182,Archivo Histórico Vision,zceojs,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Monocromático,Película flexible de gran formato
